school_id,school,sector,tj_pathway,division,class_year,grade11_school_year,nmsf_count,nmsf_status,source_id,nmsf_source_title,nmsf_source_url,nmsf_source_date,nmsf_source_hash,nmsf_source_scope,source_completeness,observation_basis,notes
marshall_high_school,Marshall High School,public,FCPS Region 2,FCPS,2025,2023-24,5,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,Placed in Region 2 per 2020 plan
marshall_high_school,Marshall High School,public,FCPS Region 2,FCPS,2026,2024-25,15,verified_count,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,manual_transcription,Placed in Region 2 per 2020 plan
edison_high_school,Edison High School,public,FCPS Region 3,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
edison_high_school,Edison High School,public,FCPS Region 3,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
edison_high_school,Edison High School,public,FCPS Region 3,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
edison_high_school,Edison High School,public,FCPS Region 3,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
edison_high_school,Edison High School,public,FCPS Region 3,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
edison_high_school,Edison High School,public,FCPS Region 3,FCPS,2024,2022-23,0,verified_zero,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
edison_high_school,Edison High School,public,FCPS Region 3,FCPS,2025,2023-24,2,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
edison_high_school,Edison High School,public,FCPS Region 3,FCPS,2026,2024-25,2,verified_count,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,manual_transcription,
hayfield_secondary_school_hs,Hayfield Secondary School (HS),public,FCPS Region 3,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
hayfield_secondary_school_hs,Hayfield Secondary School (HS),public,FCPS Region 3,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
hayfield_secondary_school_hs,Hayfield Secondary School (HS),public,FCPS Region 3,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
hayfield_secondary_school_hs,Hayfield Secondary School (HS),public,FCPS Region 3,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
hayfield_secondary_school_hs,Hayfield Secondary School (HS),public,FCPS Region 3,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
hayfield_secondary_school_hs,Hayfield Secondary School (HS),public,FCPS Region 3,FCPS,2024,2022-23,0,verified_zero,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
hayfield_secondary_school_hs,Hayfield Secondary School (HS),public,FCPS Region 3,FCPS,2025,2023-24,1,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
hayfield_secondary_school_hs,Hayfield Secondary School (HS),public,FCPS Region 3,FCPS,2026,2024-25,0,verified_zero,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
lewis_high_school,Lewis High School,public,FCPS Region 3,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,Renamed from Robert E. Lee HS (2020–21)
lewis_high_school,Lewis High School,public,FCPS Region 3,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,Renamed from Robert E. Lee HS (2020–21)
lewis_high_school,Lewis High School,public,FCPS Region 3,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,Renamed from Robert E. Lee HS (2020–21)
lewis_high_school,Lewis High School,public,FCPS Region 3,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,Renamed from Robert E. Lee HS (2020–21)
lewis_high_school,Lewis High School,public,FCPS Region 3,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,Renamed from Robert E. Lee HS (2020–21)
lewis_high_school,Lewis High School,public,FCPS Region 3,FCPS,2024,2022-23,0,verified_zero,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,Renamed from Robert E. Lee HS (2020–21)
lewis_high_school,Lewis High School,public,FCPS Region 3,FCPS,2025,2023-24,0,verified_zero,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,Renamed from Robert E. Lee HS (2020–21)
lewis_high_school,Lewis High School,public,FCPS Region 3,FCPS,2026,2024-25,0,verified_zero,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,Renamed from Robert E. Lee HS (2020–21)
mount_vernon_high_school,Mount Vernon High School,public,FCPS Region 3,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
mount_vernon_high_school,Mount Vernon High School,public,FCPS Region 3,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
mount_vernon_high_school,Mount Vernon High School,public,FCPS Region 3,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
mount_vernon_high_school,Mount Vernon High School,public,FCPS Region 3,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
mount_vernon_high_school,Mount Vernon High School,public,FCPS Region 3,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
mount_vernon_high_school,Mount Vernon High School,public,FCPS Region 3,FCPS,2024,2022-23,0,verified_zero,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
mount_vernon_high_school,Mount Vernon High School,public,FCPS Region 3,FCPS,2025,2023-24,0,verified_zero,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
mount_vernon_high_school,Mount Vernon High School,public,FCPS Region 3,FCPS,2026,2024-25,0,verified_zero,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
west_potomac_high_school,West Potomac High School,public,FCPS Region 3,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
west_potomac_high_school,West Potomac High School,public,FCPS Region 3,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
west_potomac_high_school,West Potomac High School,public,FCPS Region 3,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
west_potomac_high_school,West Potomac High School,public,FCPS Region 3,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
west_potomac_high_school,West Potomac High School,public,FCPS Region 3,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
west_potomac_high_school,West Potomac High School,public,FCPS Region 3,FCPS,2024,2022-23,1,verified_count,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,manual_transcription,
west_potomac_high_school,West Potomac High School,public,FCPS Region 3,FCPS,2025,2023-24,1,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
west_potomac_high_school,West Potomac High School,public,FCPS Region 3,FCPS,2026,2024-25,1,verified_count,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,manual_transcription,
centreville_high_school,Centreville High School,public,FCPS Region 4,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
centreville_high_school,Centreville High School,public,FCPS Region 4,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
centreville_high_school,Centreville High School,public,FCPS Region 4,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
centreville_high_school,Centreville High School,public,FCPS Region 4,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
centreville_high_school,Centreville High School,public,FCPS Region 4,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
centreville_high_school,Centreville High School,public,FCPS Region 4,FCPS,2024,2022-23,0,verified_zero,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
centreville_high_school,Centreville High School,public,FCPS Region 4,FCPS,2025,2023-24,3,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
centreville_high_school,Centreville High School,public,FCPS Region 4,FCPS,2026,2024-25,7,verified_count,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,manual_transcription,
lake_braddock_secondary_school_hs,Lake Braddock Secondary School (HS),public,FCPS Region 4,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
lake_braddock_secondary_school_hs,Lake Braddock Secondary School (HS),public,FCPS Region 4,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
lake_braddock_secondary_school_hs,Lake Braddock Secondary School (HS),public,FCPS Region 4,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
lake_braddock_secondary_school_hs,Lake Braddock Secondary School (HS),public,FCPS Region 4,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
lake_braddock_secondary_school_hs,Lake Braddock Secondary School (HS),public,FCPS Region 4,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
lake_braddock_secondary_school_hs,Lake Braddock Secondary School (HS),public,FCPS Region 4,FCPS,2024,2022-23,5,verified_count,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,manual_transcription,
lake_braddock_secondary_school_hs,Lake Braddock Secondary School (HS),public,FCPS Region 4,FCPS,2025,2023-24,9,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
lake_braddock_secondary_school_hs,Lake Braddock Secondary School (HS),public,FCPS Region 4,FCPS,2026,2024-25,5,verified_count,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,manual_transcription,
robinson_secondary_school_hs,Robinson Secondary School (HS),public,FCPS Region 4,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
robinson_secondary_school_hs,Robinson Secondary School (HS),public,FCPS Region 4,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
robinson_secondary_school_hs,Robinson Secondary School (HS),public,FCPS Region 4,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
robinson_secondary_school_hs,Robinson Secondary School (HS),public,FCPS Region 4,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
robinson_secondary_school_hs,Robinson Secondary School (HS),public,FCPS Region 4,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
robinson_secondary_school_hs,Robinson Secondary School (HS),public,FCPS Region 4,FCPS,2024,2022-23,3,verified_count,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,manual_transcription,
robinson_secondary_school_hs,Robinson Secondary School (HS),public,FCPS Region 4,FCPS,2025,2023-24,4,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
robinson_secondary_school_hs,Robinson Secondary School (HS),public,FCPS Region 4,FCPS,2026,2024-25,0,verified_zero,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
south_county_high_school,South County High School,public,FCPS Region 4,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
south_county_high_school,South County High School,public,FCPS Region 4,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
south_county_high_school,South County High School,public,FCPS Region 4,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
south_county_high_school,South County High School,public,FCPS Region 4,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
south_county_high_school,South County High School,public,FCPS Region 4,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
south_county_high_school,South County High School,public,FCPS Region 4,FCPS,2024,2022-23,0,verified_zero,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
south_county_high_school,South County High School,public,FCPS Region 4,FCPS,2025,2023-24,0,verified_zero,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
south_county_high_school,South County High School,public,FCPS Region 4,FCPS,2026,2024-25,0,verified_zero,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,complete_source_zero_inference,
west_springfield_high_school,West Springfield High School,public,FCPS Region 4,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
west_springfield_high_school,West Springfield High School,public,FCPS Region 4,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
west_springfield_high_school,West Springfield High School,public,FCPS Region 4,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
west_springfield_high_school,West Springfield High School,public,FCPS Region 4,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
west_springfield_high_school,West Springfield High School,public,FCPS Region 4,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
west_springfield_high_school,West Springfield High School,public,FCPS Region 4,FCPS,2024,2022-23,1,verified_count,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,manual_transcription,
west_springfield_high_school,West Springfield High School,public,FCPS Region 4,FCPS,2025,2023-24,3,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
west_springfield_high_school,West Springfield High School,public,FCPS Region 4,FCPS,2026,2024-25,2,verified_count,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,manual_transcription,
chantilly_high_school,Chantilly High School,public,FCPS Region 5,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
chantilly_high_school,Chantilly High School,public,FCPS Region 5,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
chantilly_high_school,Chantilly High School,public,FCPS Region 5,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
chantilly_high_school,Chantilly High School,public,FCPS Region 5,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
chantilly_high_school,Chantilly High School,public,FCPS Region 5,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
chantilly_high_school,Chantilly High School,public,FCPS Region 5,FCPS,2024,2022-23,13,verified_count,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,manual_transcription,
chantilly_high_school,Chantilly High School,public,FCPS Region 5,FCPS,2025,2023-24,10,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
chantilly_high_school,Chantilly High School,public,FCPS Region 5,FCPS,2026,2024-25,17,verified_count,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,manual_transcription,
fairfax_high_school,Fairfax High School,public,FCPS Region 5,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
fairfax_high_school,Fairfax High School,public,FCPS Region 5,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
fairfax_high_school,Fairfax High School,public,FCPS Region 5,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
fairfax_high_school,Fairfax High School,public,FCPS Region 5,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
fairfax_high_school,Fairfax High School,public,FCPS Region 5,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
fairfax_high_school,Fairfax High School,public,FCPS Region 5,FCPS,2024,2022-23,3,verified_count,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,manual_transcription,
fairfax_high_school,Fairfax High School,public,FCPS Region 5,FCPS,2025,2023-24,4,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
fairfax_high_school,Fairfax High School,public,FCPS Region 5,FCPS,2026,2024-25,5,verified_count,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,manual_transcription,
westfield_high_school,Westfield High School,public,FCPS Region 5,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
westfield_high_school,Westfield High School,public,FCPS Region 5,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
westfield_high_school,Westfield High School,public,FCPS Region 5,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
westfield_high_school,Westfield High School,public,FCPS Region 5,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
westfield_high_school,Westfield High School,public,FCPS Region 5,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
westfield_high_school,Westfield High School,public,FCPS Region 5,FCPS,2024,2022-23,5,verified_count,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,manual_transcription,
westfield_high_school,Westfield High School,public,FCPS Region 5,FCPS,2025,2023-24,3,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
westfield_high_school,Westfield High School,public,FCPS Region 5,FCPS,2026,2024-25,6,verified_count,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,manual_transcription,
woodson_high_school,Woodson High School,public,FCPS Region 5,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
woodson_high_school,Woodson High School,public,FCPS Region 5,FCPS,2020,2018-19,,missing_source,,,,,,,,no_source_recorded,
woodson_high_school,Woodson High School,public,FCPS Region 5,FCPS,2021,2019-20,,missing_source,,,,,,,,no_source_recorded,
woodson_high_school,Woodson High School,public,FCPS Region 5,FCPS,2022,2020-21,,missing_source,,,,,,,,no_source_recorded,
woodson_high_school,Woodson High School,public,FCPS Region 5,FCPS,2023,2021-22,,missing_source,,,,,,,,no_source_recorded,
woodson_high_school,Woodson High School,public,FCPS Region 5,FCPS,2024,2022-23,12,verified_count,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,FCPS high schools,complete named FCPS list only,manual_transcription,
woodson_high_school,Woodson High School,public,FCPS Region 5,FCPS,2025,2023-24,6,verified_count,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,FCPS high schools,complete named FCPS list only,manual_transcription,
woodson_high_school,Woodson High School,public,FCPS Region 5,FCPS,2026,2024-25,8,verified_count,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,FCPS high schools,complete named FCPS list only,manual_transcription,
thomas_jefferson_high_school_for_science_and_technology,Thomas Jefferson High School for Science and Technology,public,TJHSST,FCPS,2019,2017-18,,missing_source,,,,,,,,no_source_recorded,
